2021-11-22 18:44:57,True - Vue Containers,$44.35
2021-11-24 04:09:36,Beer - Blue Light,$83.74
2021-11-24 11:20:34,Fenngreek Seed,$29.65
2021-11-18 06:09:11,Lamb - Leg Boneless,$7.00
2021-11-24 14:01:19,Cocoa Feuilletine,$87.86
2021-11-12 08:25:52,Beef - Kobe Striploin,$78.81
2021-11-03 18:24:10,Wine - Stoneliegh Sauvignon,$89.08
2021-11-07 08:10:57,Artichokes - Knobless White,$58.72
2021-11-24 07:56:46,Jolt Cola - Red Eye,$44.60
2021-11-27 20:28:40,Sauce - Fish 25 Ozf Bottle,$45.50
2021-11-18 16:36:43,Scallops - In Shell,$8.14
2021-11-27 09:44:02,Appetizer - Southwestern,$26.00
2021-11-07 02:36:37,Bread - Roll Soft White Round,$29.07
2021-11-16 06:57:08,Muffin - Mix - Bran And Maple 15l,$73.41
2021-11-24 08:09:16,Snails - Large Canned,$39.08
2021-11-17 00:25:14,Tumeric,$21.15
2021-11-07 14:54:22,Sugar - Icing,$11.84
2021-11-03 05:48:19,Wine - Fume Blanc Fetzer,$30.63
2021-11-24 07:53:43,Beer - Blue Light,$68.73
2021-11-29 05:03:55,Bread - Raisin Walnut Oval,$5.77
2021-11-04 03:42:28,Soup - Campbells Beef Noodle,$96.11
2021-11-27 11:23:19,Coke - Classic 355 Ml,$74.30
2021-11-25 18:20:36,Tea - Darjeeling Azzura,$3.04
2021-11-28 16:52:44,Beans - Kidney White,$96.82
2021-11-17 14:21:07,Veal - Provimi Inside,$34.54
2021-11-24 00:45:56,Pasta - Angel Hair,$8.67
2021-11-24 04:42:11,Vodka - Smirnoff,$30.03
2021-11-09 10:43:01,Cheese - Stilton,$38.77
2021-11-04 03:46:03,Beef - Tongue Fresh,$87.04
2021-11-02 17:32:33,Heavy Duty Dust Pan,$84.43
2021-11-12 04:00:13,Veal - Inside Round / Top Lean,$32.94
2021-11-01 00:15:19,Pepperoni Slices,$50.20
2021-11-13 02:44:37,Juice - Tomato 48 Oz,$22.39
2021-11-09 08:50:51,Wine - Port Late Bottled Vintage,$62.74
2021-11-17 15:54:53,Squid - Tubes / Tenticles 10/20,$11.01
2021-11-03 21:20:25,Lid - 16 Oz And 32 Oz,$33.55
2021-11-03 17:55:31,Pork - Liver,$88.27
2021-11-08 05:03:45,Sambuca - Ramazzotti,$64.10
2021-11-23 05:15:02,Lentils - Green Le Puy,$23.65
2021-11-15 16:11:57,Beef - Outside Round,$0.82
2021-11-23 13:58:31,Sobe - Tropical Energy,$61.13
2021-11-25 12:36:57,Mousse - Mango,$87.44
2021-11-20 07:33:24,Longos - Chicken Wings,$93.33
2021-11-29 09:13:00,Sauce - Salsa,$59.28
2021-11-24 22:18:35,Chips - Assorted,$58.94
2021-11-07 04:21:41,Sour Puss - Tangerine,$84.52
2021-11-20 08:57:55,Sausage - Meat,$88.28
2021-11-28 03:14:05,Bagelers - Cinn / Brown Sugar,$7.11
2021-11-19 15:05:06,Bar Special K,$23.34
2021-11-01 14:19:07,Walkers Special Old Whiskey,$78.63
2021-11-13 09:48:12,Eggplant Oriental,$62.27
2021-11-15 11:59:13,Water - Aquafina Vitamin,$35.09
2021-11-18 07:20:00,Veal - Knuckle,$48.95
2021-11-23 09:25:06,Pork - Belly Fresh,$55.51
2021-11-06 20:59:32,Mussels - Cultivated,$96.41
2021-11-19 19:21:32,Wine - Sauvignon Blanc Oyster,$84.39
2021-11-16 12:08:48,Bacardi Mojito,$82.82
2021-11-25 06:49:50,Flower - Carnations,$24.92
2021-11-16 04:31:08,Steampan - Foil,$20.06
2021-11-12 22:40:59,Wine - Magnotta - Cab Sauv,$16.15
2021-11-14 10:13:35,Cocoa Butter,$8.66
2021-11-15 10:33:50,Melon - Watermelon Seedless,$6.53
2021-11-09 01:02:59,Cinnamon - Ground,$99.30
2021-11-26 03:29:14,Wine - Peller Estates Late,$43.06
2021-11-20 16:15:53,Sprite - 355 Ml,$21.88
2021-11-21 14:00:10,Cookie Dough - Oatmeal Rasin,$56.78
2021-11-11 10:24:12,Pasta - Cheese / Spinach Bauletti,$22.98
2021-11-26 17:17:12,Wine - Fontanafredda Barolo,$64.88
2021-11-02 09:18:59,Pail For Lid 1537,$50.30
2021-11-14 02:21:06,Sterno - Chafing Dish Fuel,$11.13
2021-11-25 18:35:14,Taro Leaves,$80.59
2021-11-22 11:50:37,Hagen Daza - Dk Choocolate,$94.70
2021-11-17 07:05:04,Tarragon - Fresh,$97.79
2021-11-10 14:27:50,Scallops - 20/30,$66.46
2021-11-23 23:05:29,Turkey - Breast Smoked,$54.07
2021-11-22 02:09:19,Bread - White Epi Baguette,$29.46
2021-11-18 03:44:39,Tart - Pecan Butter Squares,$35.40
2021-11-03 17:09:30,Sambuca - Ramazzotti,$85.18
2021-11-13 19:41:06,Cocoa Butter,$73.18
2021-11-21 07:28:53,Cucumber - English,$89.52
2021-11-07 03:44:01,Wine - George Duboeuf Rose,$5.89
2021-11-26 05:48:27,Coke - Diet 355 Ml,$47.83
2021-11-12 20:13:09,Curry Paste - Green Masala,$60.37
2021-11-26 02:43:25,Propel Sport Drink,$91.48
2021-11-27 23:06:13,Trout - Rainbow Fresh,$4.95
2021-11-01 04:27:46,Basil - Dry Rubbed,$21.17
2021-11-29 02:30:01,Wine - Segura Viudas Aria Brut,$93.67
2021-11-21 07:45:38,Wine - Alsace Riesling Reserve,$12.33
2021-11-10 18:18:46,Flower - Commercial Bronze,$75.63
2021-11-12 02:52:56,Bread - Focaccia Quarter,$52.80
2021-11-06 17:45:33,Horseradish - Prepared,$23.03
2021-11-03 19:18:40,Butter Sweet,$23.15
2021-11-22 23:14:36,Lime Cordial - Roses,$1.03
2021-11-29 18:30:49,Tomatoes - Grape,$31.12
2021-11-02 07:57:51,Vermouth - White Cinzano,$3.30
2021-11-25 21:33:08,Eggroll,$42.37
2021-11-16 09:29:24,Wine - Harrow Estates Vidal,$98.74
2021-11-20 21:25:54,Basil - Thai,$38.52
2021-11-27 01:13:40,Potato - Sweet,$88.41
2021-11-28 08:33:25,Bread - Ciabatta Buns,$46.20
2021-11-13 12:55:32,Chocolate - Pistoles Lactee Milk,$96.70
2021-11-18 05:14:09,Rice - 7 Grain Blend,$26.40
2021-11-20 13:37:23,Sea Bass - Whole,$10.28
2021-11-02 19:38:10,Bacardi Breezer - Tropical,$85.66
2021-11-21 16:27:56,Carbonated Water - White Grape,$57.92
2021-11-25 02:10:29,Cheese - Havarti Roasted Garlic,$63.48
2021-11-02 07:03:01,Wine - Alsace Gewurztraminer,$81.77
2021-11-04 00:09:29,Wakami Seaweed,$26.21
2021-11-11 13:49:22,Tart Shells - Sweet 4,$23.72
2021-11-17 15:19:02,Rabbit - Frozen,$49.16
2021-11-09 05:18:12,Lentils - Red Dry,$55.19
2021-11-29 01:15:52,Bread - Hamburger Buns,$80.20
2021-11-06 14:34:33,Wine - Magnotta - Red Baco,$62.84
2021-11-23 15:58:21,Pasta - Spaghetti Dry,$67.81
2021-11-07 16:24:43,Cake - Bande Of Fruit,$86.01
2021-11-11 19:41:55,Wine - Pinot Noir Stoneleigh,$94.02
2021-11-27 05:08:00,Veal - Sweetbread,$60.12
2021-11-26 20:29:54,Rosemary - Primerba Paste,$29.17
2021-11-01 00:22:01,Cinnamon - Ground,$52.65
2021-11-18 09:25:46,Veal - Liver,$93.67
2021-11-25 10:23:05,Cheese - Cottage Cheese,$59.85
2021-11-28 10:43:58,Muffin Mix - Carrot,$11.53
2021-11-13 08:59:22,Sugar - Splenda Sweetener,$8.24
2021-11-05 21:04:20,Lamb - Shanks,$0.84
2021-11-04 08:18:46,Mustard - Dijon,$46.77
2021-11-20 15:30:17,Muffin - Banana Nut Individual,$14.04
2021-11-26 17:38:11,Worcestershire Sauce,$29.40
2021-11-06 14:42:05,Rosemary - Dry,$61.90
2021-11-10 13:32:49,Soupcontfoam16oz 116con,$55.80
2021-11-25 00:56:01,Beer - Tetleys,$65.59
2021-11-09 01:12:34,Cup Translucent 9 Oz,$36.94
2021-11-15 08:38:44,Clementine,$95.76
2021-11-15 15:19:13,Squid Ink,$57.30
2021-11-09 13:39:50,Soup - Knorr French Onion,$25.40
2021-11-15 16:44:58,Apple - Delicious Golden,$57.72
2021-11-08 02:02:55,Steam Pan - Half Size Deep,$11.54
2021-11-25 04:52:33,Chicken - Leg Fresh,$21.46
2021-11-03 01:36:26,Sprite - 355 Ml,$58.08
2021-11-21 01:18:27,Yogurt - Plain,$82.64
2021-11-07 01:45:33,Sauce - Chili,$31.93
2021-11-14 01:02:13,Oil - Grapeseed Oil,$68.83
2021-11-14 09:12:16,Tomatoes - Vine Ripe Red,$2.90
2021-11-20 03:10:36,Wine - Pinot Noir Mondavi Coastal,$36.17
2021-11-25 08:10:35,The Pop Shoppe - Root Beer,$86.16
2021-11-29 11:46:31,Beef - Rib Roast Cap On,$16.14
2021-11-08 05:10:46,Pork - Suckling Pig,$9.61
2021-11-18 20:24:30,Juice - Lime,$69.22
2021-11-21 02:11:35,Bag - Clear 7 Lb,$47.61
2021-11-17 00:41:39,Cattail Hearts,$86.05
2021-11-19 06:12:30,Beef Tenderloin Aaa,$53.86
2021-11-02 16:53:18,French Pastries,$41.46
2021-11-20 12:30:17,Wine - Magnotta - Pinot Gris Sr,$32.29
2021-11-24 07:11:01,Langers - Cranberry Cocktail,$52.31
2021-11-06 11:40:40,Crackers - Soda / Saltins,$69.42
2021-11-04 08:08:59,Eggplant - Asian,$51.83
2021-11-13 14:18:33,Nescafe - Frothy French Vanilla,$96.65
2021-11-02 02:06:01,Carrots - Mini Stem On,$39.70
2021-11-05 14:35:49,Wine - White Schroder And Schyl,$33.69
2021-11-22 04:43:43,Squid Ink,$47.49
2021-11-02 01:41:16,Wine - Chateau Timberlay,$63.04
2021-11-21 21:32:30,Sugar - Cubes,$25.23
2021-11-14 14:05:24,Cheese - Feta,$10.68
2021-11-26 17:35:58,Island Oasis - Pina Colada,$54.42
2021-11-21 05:30:35,Sausage - Chorizo,$5.13
2021-11-24 01:58:33,Eggplant Oriental,$82.48
2021-11-09 22:51:22,Potatoes - Peeled,$27.99
2021-11-04 15:05:58,Soup - Base Broth Chix,$9.08
2021-11-02 01:35:44,Yams,$8.05
2021-11-08 22:52:38,Eggplant - Baby,$2.00
2021-11-14 02:10:26,Pasta - Rotini Dry,$82.09
2021-11-07 01:14:33,Bacardi Breezer - Strawberry,$88.46
2021-11-29 05:30:42,Graham Cracker Mix,$23.82
2021-11-07 19:47:28,Blouse / Shirt / Sweater,$45.76
2021-11-29 18:22:32,Cleaner - Bleach,$2.55
2021-11-17 22:29:19,Snapple - Iced Tea Peach,$69.70
2021-11-10 07:12:25,Corn Shoots,$39.96
2021-11-22 12:52:17,Savory,$10.82
2021-11-09 11:56:04,Cardamon Seed / Pod,$35.17
2021-11-27 15:22:24,Wine - Jaboulet Cotes Du Rhone,$47.58
2021-11-02 01:20:22,Wine - Jafflin Bourgongone,$14.57
2021-11-05 04:03:06,Cake - Night And Day Choclate,$31.70
2021-11-25 05:01:03,Urban Zen Drinks,$37.66
2021-11-25 04:41:10,Cardamon Ground,$28.24
2021-11-16 15:04:20,Beans - Kidney Red Dry,$38.59
2021-11-03 07:54:31,Lobster - Canned Premium,$21.81
2021-11-10 19:12:05,Kaffir Lime Leaves,$89.17
2021-11-17 17:21:08,Muffin Mix - Raisin Bran,$4.51
2021-11-22 08:15:39,Pizza Pizza Dough,$5.94
2021-11-23 04:28:00,Couscous,$40.05
2021-11-18 05:04:51,Ecolab - Balanced Fusion,$13.83
2021-11-08 11:13:55,Grapes - Black,$1.46
2021-11-13 18:54:01,Sauce - Sesame Thai Dressing,$79.68
2021-11-18 13:04:07,Shichimi Togarashi Peppeers,$37.54
2021-11-17 05:44:57,Squeeze Bottle,$96.84
2021-11-29 12:02:15,Onion - Dried,$96.70
2021-11-23 15:21:04,Lettuce - Escarole,$53.22
2021-11-03 04:23:58,Fondant - Icing,$13.97
2021-11-05 19:35:28,Mushroom - Enoki Dry,$68.94
2021-11-24 08:49:34,Sage - Rubbed,$75.48
2021-11-20 23:32:20,Frangelico,$29.38
2021-11-21 17:04:10,Juice - Orangina,$42.70
2021-11-22 03:06:42,Wine - Barolo Fontanafredda,$89.64
2021-11-01 23:20:53,Crab - Back Fin Meat Canned,$26.83
2021-11-03 03:06:27,Tea - Camomele,$34.15
2021-11-25 05:27:52,Sauce - Soy Low Sodium - 3.87l,$87.50
2021-11-06 11:53:16,Ecolab Silver Fusion,$69.78
2021-11-09 20:17:16,Pork - European Side Bacon,$76.91
2021-11-26 07:45:44,Tahini Paste,$57.45
2021-11-02 22:24:00,Milk - Chocolate 250 Ml,$94.39
2021-11-10 13:34:04,Clams - Bay,$49.68
2021-11-04 22:52:02,Bag - Clear 7 Lb,$42.55
2021-11-29 10:40:29,Beef - Cow Feet Split,$94.89
2021-11-29 11:41:25,Mustard - Pommery,$26.71
2021-11-15 07:43:02,Wine - Ej Gallo Sonoma,$13.26
2021-11-15 06:36:49,Bread - Assorted Rolls,$36.89
2021-11-08 12:01:25,Figs,$96.48
2021-11-06 14:47:38,Oil - Avocado,$26.07
2021-11-14 09:44:29,Club Soda - Schweppes 355 Ml,$89.70
2021-11-10 02:42:00,Isomalt,$11.58
2021-11-15 14:29:44,Pasta - Cheese / Spinach Bauletti,$52.46
2021-11-07 03:32:46,Cheese - Blue,$9.02
2021-11-10 16:56:27,Table Cloth 72x144 White,$85.29
2021-11-13 03:30:16,Oats Large Flake,$0.52
2021-11-22 07:00:26,Wiberg Cure,$15.92
2021-11-02 17:26:55,Beef - Inside Round,$98.61
2021-11-10 12:28:30,Wiberg Cure,$24.96
2021-11-07 00:15:42,Squash - Acorn,$78.22
2021-11-07 10:17:55,Leeks - Large,$81.96
2021-11-09 14:08:52,Bagel - Sesame Seed Presliced,$58.18
2021-11-03 07:18:04,Beer - Upper Canada Lager,$72.14
2021-11-26 17:20:00,Water - Perrier,$37.20
2021-11-07 03:38:08,Lamb - Leg Boneless,$92.71
2021-11-17 07:31:47,Tia Maria,$7.91
2021-11-28 08:44:05,Chocolate - Milk Coating,$28.35
2021-11-26 19:04:09,Wine - Red Cabernet Merlot,$14.81
2021-11-19 19:27:33,Sauce - Soy Low Sodium - 3.87l,$86.45
2021-11-13 20:50:48,Chinese Foods - Cantonese,$6.37
2021-11-09 07:48:30,Fennel - Seeds,$82.09
2021-11-08 13:58:54,Papadam,$18.88
2021-11-02 18:45:06,Sauce - White Mix,$63.83
2021-11-29 23:28:39,Beef Dry Aged Tenderloin Aaa,$30.84
2021-11-23 07:51:20,Sauce - Vodka Blush,$89.47
2021-11-15 18:36:55,Cheese - Gouda Smoked,$59.40
2021-11-20 13:06:45,Lamb - Whole Frozen,$82.19
2021-11-03 23:02:17,Garam Masala Powder,$24.97
2021-11-21 15:44:54,Smoked Paprika,$2.95
2021-11-26 20:23:18,Isomalt,$68.10
2021-11-18 21:36:10,Pasta - Linguini Dry,$75.83
2021-11-19 10:40:46,Tomatoes - Heirloom,$94.96
2021-11-03 10:27:04,Bar - Sweet And Salty Chocolate,$55.19
2021-11-04 23:28:12,Goat - Leg,$80.45
2021-11-18 15:23:27,Pate - Cognac,$68.05
2021-11-17 16:13:14,Cheese - Swiss Sliced,$72.89
2021-11-06 23:54:32,Quail - Whole Bone - In,$57.39
2021-11-09 02:05:49,Bread Sour Rolls,$23.81
2021-11-21 19:14:42,Lid - Translucent 3.5 And 6 Oz,$35.45
2021-11-21 19:06:09,Appetizer - Seafood Assortment,$88.39
2021-11-26 05:55:09,Nut - Chestnuts Whole,$5.10
2021-11-05 22:03:12,Wine - White Ej,$33.53
2021-11-10 07:24:29,Peas - Pigeon Dry,$6.05
2021-11-29 03:07:06,Tortillas - Flour 12,$28.24
2021-11-06 08:56:54,Chocolate - Milk,$46.17
2021-11-02 08:51:34,Food Colouring - Green,$37.66
2021-11-17 10:54:36,Sardines,$78.16
2021-11-07 18:26:54,Beef - Bones Marrow,$11.61
2021-11-20 21:34:06,Bread - Petit Baguette,$60.93
2021-11-14 16:54:32,Plasticknivesblack,$16.48
2021-11-19 06:17:19,Ginger - Pickled,$39.69
2021-11-19 12:51:42,Lemonade - Strawberry 591 Ml,$67.85
2021-11-15 18:11:23,Shrimp Dried Small / Lb,$50.29
2021-11-29 00:41:58,Limes,$0.41
2021-11-06 11:49:40,Tabasco Sauce 2 Oz,$8.81
2021-11-01 12:30:42,Lentils - Red Dry,$19.66
2021-11-13 18:10:34,Island Oasis - Cappucino Mix,$10.24
2021-11-06 10:28:31,Wild Boar - Tenderloin,$0.01
2021-11-02 15:03:15,Eel - Smoked,$19.05
2021-11-23 17:19:26,Squash - Guords,$53.37
2021-11-28 13:30:37,Salt - Table,$34.57
2021-11-09 08:07:20,Shortbread - Cookie Crumbs,$42.22
2021-11-07 06:10:44,Veal - Bones,$98.10
2021-11-26 05:27:39,Beef - Ox Tongue,$22.85
2021-11-06 08:44:52,Lettuce - Iceberg,$70.96
2021-11-20 10:42:26,7up Diet 355 Ml,$20.31
2021-11-21 17:13:58,Muffin Batt - Carrot Spice,$49.93
2021-11-04 23:40:05,Pear - Asian,$40.57
2021-11-17 10:51:38,Wine - Mondavi Coastal Private,$25.68
2021-11-08 01:56:57,Dried Apple,$58.22
2021-11-28 20:38:28,Beef - Flank Steak,$83.79
2021-11-04 03:35:33,Greens Mustard,$65.41
2021-11-14 01:20:07,Wine - Prosecco Valdobienne,$24.52
2021-11-16 04:24:45,Table Cloth 54x72 White,$27.72
2021-11-16 03:05:56,Bread - Dark Rye Loaf,$70.12
2021-11-10 14:32:37,Wine - Soave Folonari,$2.49
2021-11-08 14:43:28,Puree - Passion Fruit,$30.17
2021-11-17 20:05:29,Banana Turning,$52.95
2021-11-16 10:38:13,Cornflakes,$56.18
2021-11-06 08:40:00,Apple - Fuji,$8.92
2021-11-06 11:42:20,Wine - Ej Gallo Sierra Valley,$47.22
2021-11-16 00:06:39,Sauce - Sesame Thai Dressing,$42.00
2021-11-04 05:38:36,Tarragon - Fresh,$42.24
2021-11-18 07:22:13,Pasta - Fettuccine Egg Fresh,$61.90
2021-11-25 06:20:28,Pepper - Black Crushed,$14.66
2021-11-29 16:43:23,Lamb - Sausage Casings,$79.93
2021-11-16 04:26:31,Wine - Pinot Noir Mondavi Coastal,$54.97
2021-11-01 10:39:19,Lighter - Bbq,$39.44
2021-11-22 15:10:56,Veal - Striploin,$87.93
2021-11-01 16:18:47,Lamb - Shoulder Boneless,$9.98
2021-11-10 19:58:49,Butter - Unsalted,$39.29
2021-11-07 12:49:08,Grand Marnier,$45.55
2021-11-10 23:43:06,Oregano - Dry Rubbed,$52.31
2021-11-09 17:04:27,Wine - Chablis 2003 Champs,$38.59
2021-11-14 19:40:59,Chutney Sauce - Mango,$27.62
2021-11-14 01:41:54,Wine - Chateauneuf Du Pape,$3.73
2021-11-15 06:49:19,Marjoram - Dried Rubbed,$47.83
2021-11-25 23:47:23,Pears - Fiorelle,$37.71
2021-11-14 03:10:34,Pork - Smoked Back Bacon,$44.99
2021-11-22 11:25:50,Pasta - Angel Hair,$65.31
2021-11-20 19:38:59,Wine - White Ej Gallo,$75.19
2021-11-16 16:43:40,Soup Campbells - Italian Wedding,$55.84
2021-11-18 09:18:13,Nut - Macadamia,$79.22
2021-11-13 16:19:32,Red Snapper - Fillet Skin On,$26.65
2021-11-19 09:41:15,Wine - Cabernet Sauvignon,$77.65
2021-11-15 17:32:16,Bread - Crusty Italian Poly,$99.05
2021-11-24 13:49:34,Garbag Bags - Black,$92.51
2021-11-24 12:08:12,Pepper - Chilli Seeds Mild,$48.95
2021-11-26 08:34:05,Cakes Assorted,$43.41
2021-11-08 15:08:40,Cheese - Havarti Roasted Garlic,$22.29
2021-11-03 17:13:54,Juice - Orangina,$92.02
2021-11-05 13:38:43,Wood Chips - Regular,$24.67
2021-11-27 01:19:37,Sprouts - Onion,$7.17
2021-11-17 21:53:55,Garbag Bags - Black,$71.98
2021-11-11 15:46:24,Island Oasis - Ice Cream Mix,$5.94
2021-11-26 07:52:19,Bagels Poppyseed,$12.54
2021-11-06 02:12:29,Rice - Aborio,$89.56
2021-11-28 00:25:44,Capon - Breast Double Wing On,$67.40
2021-11-18 12:51:40,Syrup - Monin - Blue Curacao,$84.70
2021-11-01 21:19:45,Crackers - Graham,$15.54
2021-11-12 17:55:02,Pineapple - Regular,$73.10
2021-11-21 00:55:59,Bread - Pumpernickle Rounds,$26.37
2021-11-16 22:03:36,Milk - 1%,$22.45
2021-11-03 01:56:38,Bagelers - Cinn / Brown Sugar,$56.51
2021-11-04 16:02:23,Cheese - Montery Jack,$88.87
2021-11-17 18:04:02,Breadfruit,$55.49
2021-11-11 04:22:22,Pork - Backfat,$39.94
2021-11-09 09:29:37,Sauce - Hollandaise,$99.74
2021-11-02 20:01:01,Brandy - Bar,$76.76
2021-11-14 02:00:15,Fond - Chocolate,$72.60
2021-11-15 12:02:49,Sauce - Soya Light,$62.89
2021-11-09 18:43:51,Bacardi Mojito,$42.81
2021-11-02 20:28:02,Pur Value,$81.15
2021-11-16 13:33:46,Ice Cream Bar - Drumstick,$87.66
2021-11-16 03:59:34,Chicken - Thigh Bone In,$31.17
2021-11-11 22:10:34,Chips - Doritos,$17.46
2021-11-28 04:51:49,Onions - Green,$13.26
2021-11-23 13:00:07,Island Oasis - Magarita Mix,$1.26
2021-11-11 12:05:34,Chips - Doritos,$0.05
2021-11-23 23:47:16,C - Plus Orange,$99.62
2021-11-25 12:46:34,Chicken - Leg Fresh,$19.41
2021-11-17 18:36:27,Bag - Bread White Plain,$84.93
2021-11-09 02:03:00,Slt - Individual Portions,$96.19
2021-11-03 09:29:29,Bag - Regular Kraft 20 Lb,$30.35
2021-11-08 14:00:59,Bread Base - Goodhearth,$56.21
2021-11-14 09:23:56,Oats Large Flake,$99.41
2021-11-13 17:27:07,Sachet,$5.50
2021-11-24 00:45:16,Sour Puss - Tangerine,$1.59
2021-11-22 19:29:46,Wine - White Pelee Island,$92.27
2021-11-01 23:10:33,Salmon Atl.whole 8 - 10 Lb,$89.00
2021-11-15 11:56:26,Salad Dressing,$69.47
2021-11-01 03:06:49,Pears - Bosc,$33.60
2021-11-18 00:17:36,Salmon - Atlantic Fresh Whole,$6.82
2021-11-01 10:49:41,Cheese - Comtomme,$91.52
2021-11-24 01:23:15,Mangostein,$67.34
2021-11-06 12:53:15,Muskox - French Rack,$43.86
2021-11-18 14:33:56,Steampan - Foil,$64.36
2021-11-15 08:12:55,Capers - Ox Eye Daisy,$44.88
2021-11-09 06:46:32,Cream - 35%,$2.98
2021-11-04 10:28:03,Chocolate Liqueur - Godet White,$21.40
2021-11-09 17:28:30,Tamarind Paste,$25.75
2021-11-16 08:01:05,Turnip - Wax,$42.80
2021-11-14 11:50:47,Bread - Roll Calabrese,$32.72
2021-11-22 14:51:08,Taro Leaves,$93.92
2021-11-22 04:11:12,Pail - 4l White With Handle,$31.41
2021-11-23 03:04:22,Dates,$94.83
2021-11-09 21:26:21,Pear - Halves,$19.52
2021-11-12 05:12:07,Urban Zen Drinks,$0.42
2021-11-11 05:34:56,Wine - Zinfandel California 2002,$19.63
2021-11-29 13:05:58,Sugar - Monocystal / Rock,$27.00
2021-11-10 11:41:00,Pie Filling - Cherry,$92.31
2021-11-05 17:28:01,Brandy Cherry - Mcguinness,$45.70
2021-11-25 19:25:59,Ecolab Silver Fusion,$48.48
2021-11-01 05:36:41,Mix Pina Colada,$93.37
2021-11-09 20:58:03,Cinnamon - Stick,$13.32
2021-11-06 02:10:51,Pastry - Chocolate Marble Tea,$71.24
2021-11-11 01:47:56,Long Island Ice Tea,$94.53
2021-11-28 16:19:57,Table Cloth 144x90 White,$41.87
2021-11-02 00:10:49,Heavy Duty Dust Pan,$55.28
2021-11-02 18:38:35,Soup - Base Broth Chix,$53.87
2021-11-21 21:33:28,Bols Melon Liqueur,$57.51
2021-11-17 11:14:56,Pork - Suckling Pig,$82.25
2021-11-18 14:54:52,Puree - Blackcurrant,$55.35
2021-11-11 02:59:48,Table Cloth - 53x69 Colour,$9.95
2021-11-04 15:57:38,Sauce - Fish 25 Ozf Bottle,$24.62
2021-11-08 01:47:23,Carbonated Water - Blackberry,$21.46
2021-11-25 21:22:24,Cheese - Sheep Milk,$41.07
2021-11-14 14:47:25,Carbonated Water - Orange,$20.34
2021-11-24 04:52:26,Muffin Mix - Lemon Cranberry,$63.75
2021-11-29 18:45:08,Bread Sour Rolls,$12.46
2021-11-02 01:58:27,Sobe - Orange Carrot,$3.43
2021-11-03 01:04:16,Beer - Blue Light,$25.27
2021-11-27 05:36:58,Cheese - Cambozola,$14.04
2021-11-03 02:05:09,Lady Fingers,$0.36
2021-11-17 04:40:38,Bread - French Stick,$28.53
2021-11-27 01:13:49,Flour - Masa De Harina Mexican,$2.87
2021-11-07 11:39:42,Wine - Savigny - Les - Beaune,$72.21
2021-11-07 09:42:03,Appetizer - Crab And Brie,$78.79
2021-11-17 11:00:22,Butcher Twine 4r,$73.09
2021-11-25 16:49:45,Goat - Leg,$61.23
